EmployeeID,Name,Department,Age,Salary,City,JoiningDate,Email,Phone,Performance
1952,  CYNTHIA MILLER  ,Sales,38.0,50113,Christopherview,09/12/2020,maciaswillieyahoo.com,7784256388,Excellent
1657,Leslie Reese,HR,46.0,100913,South Frankville,2025/08/03,vwilson@juarez.com,7501687716,Good
1195,Todd Williams,Marketing,21.0,104163,Sharonton,2024/07/31,carrillocody@cabrera.biz,5817083298,Excellent
1829,Diane Miller,Sales,42.0,82387,East Christinabury,03/24/2022,edward67@flores.net,5022565694,Average
1943,Timothy Lewis,HR,56.0,119974,Port Vanessastad,17-11-2025,udrake@gmail.com,9161051435,Good
1154,Kelly Dennis,HR,34.0,52680,South Paulburgh,2018/10/10,lclark@yahoo.com,1337291281,Excellent
1268,Steven Diaz,Sales,58.0,98951,North Jaredshire,29-06-2022,omcdonald@gmail.com,6712033601,Good
2148,Joseph Davis,IT,56.0,59287,East Susanbury,2018/08/14,malonemiguel@yahoo.com,3333417945,Good
1985,  ERIC MCCARTY  ,Sales,54.0,62993,West Christine,18-06-2023,belldwayne@yahoo.com,1178333335,Good
2197,Oscar King,IT,26.0,73026,Audreyland,17-05-2021,ambermay@hotmail.com,5257545011,Poor
1449,Brian Ford,HR,29.0,61333,West Gregbury,02/12/2023,david58@yahoo.com,1507960710,Excellent
1376,Karen Delacruz,Marketing,,28298,Port Stephanieton,01/08/2023,loriwolfe@jones-holt.com,8849821872,Poor
1033,Robert Brown,Finance,42.0,57996,West Matthewfurt,2019/01/27,davilacarlos@gmail.com,0661154368,Excellent
1607,  MONICA CLARK  ,Operations,39.0,117498,Williamsonland,08-07-2020,jeffrey90@yahoo.com,0226642292,Excellent
1036,  MITCHELL ROMAN  ,Finance,25.0,117952,Wardmouth,17-12-2018,wcooper@hotmail.com,6166930664,Excellent
1126,  JANET SILVA DVM  ,HR,31.0,66313,North Kristy,16-11-2022,ruth18@welch-moore.net,3371764571,Poor
1733,Angela Payne,IT,58.0,81127,Angelamouth,18-07-2021,erobinson@humphrey.com,3551485819,Average
1592,David Gonzalez,Operations,22.0,116730,Lamside,2024/11/28,zjones@williams.biz,0418538740,Good
1578,Christopher Rodriguez,Sales,23.0,44550,South Seanport,2024/07/07,kimberlyscott@bennett-hamilton.org,2654963722,Average
1088,Alice Lynch,Finance,28.0,36879,Lake Cassandra,07-01-2020,thunt@lee.biz,8614829362,Good
1733,Joshua Chase,Sales,27.0,113618,Gutierrezshire,2020/01/30,hchristian@yahoo.com,5137421833,Good
1087,Melanie Finley,HR,52.0,62841,Lake Micheal,04/30/2020,kenneth48@kaufman.com,1939679588,Good
1850,Robert Ortiz,HR,26.0,42550,Smithshire,11/29/2018,fschwartz@gmail.com,4706893686,Average
1123,Amber Lee,Finance,40.0,115483,Whitetown,11-10-2019,csanders@hotmail.com,5097856629,Excellent
1321,Paul Owens,Finance,52.0,55267,Holmesville,12-08-2020,lisasmith@hotmail.com,1255278138,Poor
1007,Andrew Miller,IT,48.0,111499,Reedhaven,2021/06/14,chapmantony@hotmail.com,6591170001,Excellent
1476,Michelle Martinez,Marketing,55.0,98486,Porterhaven,03/20/2019,bblairgmail.com,8011967895,Excellent
1034,Michael Baker,Finance,49.0,48693,Castilloville,12/29/2019,margaretthornton@yahoo.com,0869920567,Average
1456,Donald Jones,Sales,42.0,108264,East James,04/18/2021,bvargas@ball-dickerson.com,8536901463,Poor
2116,Jessica Bell,HR,45.0,74640,Benjaminchester,09/30/2018,jose99@hotmail.com,4214753045,Average
1976,Michael Scott,IT,46.0,71367,Charlestown,2020/04/15,sarah01@taylor.biz,1680875199,Excellent
1042,George Burgess,Sales,27.0,37892,Port Julie,23-03-2024,delgadoandre@reyes-fischer.com,1022992107,Poor
1452,  KEITH HORN  ,HR,51.0,51461,Jamesville,2024/10/01,ztran@smith-ramos.com,7546622725,Good
1142,  MATTHEW PARKS  ,Operations,59.0,27168,South Donald,16-08-2021,khaynes@gonzalez-rosales.com,2428193671,Good
1214,Cynthia Allen,Operations,36.0,28937,Lake Anthonyfurt,03/16/2022,davisshannon@yahoo.com,9096374127,Poor
2160,Dawn Velasquez,Operations,42.0,30739,Curtisside,31-03-2021,timothystone@hernandez-leon.info,7129940968,Average
1209,Brittney Sullivan,Sales,35.0,87645,South Bridget,09/10/2024,nnelson@hall.info,9743319183,Excellent
1461,Daniel Hammond,Sales,34.0,109614,West Meganborough,10-06-2024,kbrooks@gibson.com,8696346645,Good
2077,Angela Wilson,Sales,36.0,50267,Lewisburgh,2025/03/13,alexandriaharmonyahoo.com,4290551581,Good
1874,Jeffrey Madden,HR,38.0,25568,Michaelstad,2021/07/20,harrisonantonio@diaz-stewart.net,8428239028,Poor
1162,Douglas Vang,Marketing,26.0,85463,Walkerstad,03/14/2019,thomas39@shelton.info,4525989106,Good
1818,Michael Smith,HR,22.0,112028,West Shelleyhaven,20-11-2018,mathisdakota@hotmail.com,6799082870,Good
2190,April Brady,HR,51.0,91890,Taraburgh,02/08/2022,jennifer60@harding-mcbride.com,4818458323,Excellent
1188,Jonathan Watts,HR,60.0,41310,Bennettville,22-03-2023,zgreengmail.com,6926947295,Good
2060,Andrew Clay,Operations,22.0,74006,Jimmyberg,21-08-2022,elopez@ball.com,3775077100,Excellent
1230,Ryan Proctor,Operations,31.0,80379,West Cameronfurt,2026/02/08,hornalison@yahoo.com,2242750257,Good
1395,  TIMOTHY SIMPSON  ,IT,49.0,27166,East Dale,06/02/2023,jacob39@patterson.net,6349301366,Average
1033,Angela Lang,IT,50.0,76384,Brandonshire,2019/05/29,hstephens@sandoval.com,9722869090,Good
1397,Jennifer Benton,Sales,23.0,28149,Lake Sherry,10/15/2023,alexandra64jones.com,7365999915,Good
2097,Jennifer Rosales,Marketing,52.0,46950,Padillaside,17-10-2023,ronald09@king.net,0550334122,Poor
1181,Joe Adams,Sales,42.0,51978,East Markbury,10/10/2021,dawnespinoza@yahoo.com,0275486263,Good
2006,Tyler Lee,Finance,37.0,99884,Harrelltown,2019/09/08,wbarton@malone-brown.com,7853702694,Average
1908,Calvin Montgomery,Finance,,111186,Gilmoremouth,09/25/2019,austinmoore@yahoo.com,6068473841,Excellent
1857,Tiffany Lopez,Marketing,40.0,26472,Wadeland,06/03/2022,jeremy10@gmail.com,3971469343,Good
1980,Michelle Horne,IT,31.0,82829,South Charles,10-08-2024,maryweber@cole-mccoy.com,5137427046,Excellent
1117,  MARIA LEWIS  ,HR,35.0,32069,Jonesmouth,01-10-2018,ericreynolds@martin.com,6075681424,Average
1092,Wendy Johnson,Finance,50.0,116009,Port Richard,07/12/2024,jeffrey43@hotmail.com,9519263013,Good
1415,Amanda Owen,Sales,52.0,30139,East Paulmouth,2020/12/31,patricknguyen@mcintyre-stone.com,0479560535,Average
1814,Rachel Lopez,Finance,24.0,39413,New Meghan,04/02/2025,higginsstephanie@gmail.com,8867142673,Good
1000,Roberta Butler,Sales,30.0,83663,West Cliffordview,15-11-2019,darrell13@gmail.com,4880759549,Good
1184,Antonio Kim,Finance,36.0,70695,South Ashley,2026/05/23,hannah15@ramirez.biz,3568922681,Poor
1811,Kaitlyn Rodriguez,HR,31.0,117733,Pottermouth,05/11/2025,williamslisa@hobbs.com,0564409413,Good
1384,Stefanie Mitchell,Sales,48.0,102311,Michelemouth,29-07-2023,bellmichael@moran.info,7334569910,Good
2056,Joshua Cohen,Marketing,53.0,68731,Stevenburgh,2019/10/12,xwright@morris.org,7802857618,Poor
2015,Louis Howard IV,Marketing,47.0,112791,Davisside,23-09-2021,vincent94@galvan-mckinney.com,0248771280,Poor
1322,  AUDREY DIAZ  ,Operations,47.0,80345,Julieside,12-11-2021,andersenkevin@gmail.com,4507729159,Average
1677,  NICOLE DELGADO  ,HR,56.0,111026,Bushmouth,03-03-2024,williamstim@mcdonald-diaz.info,0609005096,Excellent
1327,Nicole Shaffer,Sales,35.0,118547,East James,06-09-2020,douglas22@yahoo.com,0230439908,Good
1751,Charles Brown,Finance,42.0,53016,Nicolefort,2020/02/25,elizabeth07@yahoo.com,3739352501,Average
1361,Michael Gutierrez,HR,60.0,42119,South Michaelport,07/22/2018,deborah13@gmail.com,6312257823,Average
1418,Morgan Stone PhD,Marketing,28.0,86662,Kellyhaven,24-04-2022,spencerrachel@hotmail.com,7800909569,Average
1512,Susan Brooks,HR,49.0,100054,Lake Iantown,23-11-2023,markhardin@hotmail.com,4150044721,Excellent
2039,Janice Lucas,Operations,41.0,109562,Michaelland,2021/08/05,cheryl41@silva.net,9076152727,Poor
2151,Amanda Smith,Operations,26.0,65457,Gracebury,12/18/2025,gcurtis@alvarado-vasquez.com,6479660504,Average
1710,  DAVID SCHULTZ  ,IT,29.0,52677,Morenofurt,2026/01/29,meganrojas@yahoo.com,0392972688,Good
1629,Bryan Christian,Operations,25.0,57645,Port Monica,05/18/2023,hparsons@farrell.info,6070649765,Good
1265,Breanna Stone,HR,57.0,39076,Danielside,2019/04/18,sawyersusan@gray.com,3334091749,Poor
2001,Jamie Bell,Finance,51.0,78765,Janetmouth,2021/11/28,thomasjorge@yahoo.com,8802008217,Poor
2140,Kaitlyn Nelson,Sales,24.0,71876,Westton,04/18/2022,christine46@yahoo.com,8585640858,Average
1714,Jeffrey Rose,Sales,41.0,99624,New Steven,01/09/2023,carolynharris@waters.org,6017346586,Good
2065,Perry Hudson,Finance,54.0,101103,Port Kyle,2018/11/23,franciserin@nelson-adams.com,8869858513,Poor
1891,Brenda Brown,Sales,40.0,92208,North Kayla,04-09-2018,pgarcia@walters.info,3316653897,Average
1907,Amanda Castro,Operations,43.0,94293,Garciamouth,2019/12/18,peter60@yahoo.com,7506349312,Average
2169,  TAMMY BOONE  ,Finance,27.0,41641,Garzaview,01/28/2025,xspencer@weaver.org,4645649595,Average
1398,Angela Smith,Sales,30.0,33632,Tracychester,2021/05/16,joannacrawford@hart.com,7302387392,Good
1002,Natalie Wilson,Operations,31.0,63581,Lake Loriborough,28-02-2025,valerie04@hotmail.com,9620396598,Average
1789,Laura Henderson,Operations,35.0,73874,New Scott,13-08-2021,dterrygmail.com,8493808174,Average
1481,Jeremiah Rivera,Sales,26.0,45166,Millertown,03-10-2025,ricardo19@hotmail.com,9373531115,Poor
1706,Mrs. Julie Alexander MD,Marketing,48.0,64027,Scotthaven,01/04/2019,laurendavenport@hernandez-weaver.info,1201658773,Poor
2144,  MR. STEVEN TORRES  ,Marketing,51.0,99016,Barberchester,01/22/2025,jonathan98@yahoo.com,4725670973,Good
1209,Brandon Smith,IT,54.0,52016,North Rodney,2025/05/29,aprilriley@gmail.com,0681529568,Excellent
1058,Stephanie Mccann,Sales,43.0,70450,Lake Matthew,2020/11/24,sarahjohnson@sullivan.org,6548709881,Poor
1295,Troy James,Marketing,54.0,106373,Port Mark,03/10/2025,boydellen@nguyen-reeves.com,6356115643,Average
1855,Samuel Smith,IT,23.0,32783,Guerrerofurt,2025/01/11,jacksonbriansmall-vaughn.com,3981832171,Average
1638,Laura Cox,Operations,23.0,105541,Williamville,2026/05/10,jonesleslie@yahoo.com,0936882908,Good
2088,Carlos Zuniga,Finance,28.0,28184,North Cassandraview,12/20/2019,alexanderbowman@foster-collins.info,2748473012,Poor
1647,  WILLIAM TURNER  ,Finance,33.0,80435,Lake Jerry,21-09-2020,reneeraymond@sheppard-may.com,5307477862,Average
1131,Robert Atkins,Marketing,41.0,86447,East Jenniferfurt,25-12-2023,hallpaul@hotmail.com,8591690664,Poor
1823,Melissa Daniels,IT,49.0,114636,Port Anthonychester,03-12-2020,amy30yahoo.com,2891076646,Poor
1338,Brandon Vega,Operations,50.0,66703,Owensberg,2020/04/16,kathryn79@roth.com,9613381043,Good
2154,Jorge Cooper Jr.,Operations,21.0,84739,Samuelstad,25-06-2018,pjohnson@yahoo.com,9413465664,Good
1273,Jose Taylor,HR,51.0,54659,Devonstad,2021/05/12,kellyevans@gmail.com,7661361965,Poor
1087,Kathleen Gregory,Marketing,29.0,33278,Mcintyreberg,2022/04/02,higginsbarbara@marquez.biz,8661448026,Average
1547,  WAYNE TREVINO  ,Finance,21.0,46329,Murrayland,2025/08/28,shane40@duran.com,1666143076,Good
1788,Joseph Taylor,Finance,27.0,100214,Laurastad,2021/03/14,kyork@joseph.com,0544088460,Good
1514,Joshua Russo,Finance,56.0,94662,Marshville,02/29/2020,rodriguezjeffreyyahoo.com,2935679035,Poor
1143,Leslie Miller,Finance,42.0,110428,Lake Carolynborough,27-05-2025,stephaniesmith@hotmail.com,3270400351,Average
1554,Valerie Murphy,IT,58.0,103084,New Charlene,22-06-2018,ihenrygonzalez-mason.com,9364521295,Average
1693,Christian Thomas,Finance,40.0,43553,Port Brenda,08-07-2022,halltimothy@yahoo.com,5833176174,Average
1079,Kimberly Hurst,Finance,41.0,102491,Ballardberg,06-10-2024,mbenson@robinson.com,7421760864,Excellent
1530,Michelle Silva,Sales,54.0,105178,Smithborough,12-08-2023,sean94@yahoo.com,0422873083,Average
1527,John Howard,IT,29.0,71651,Edwardstown,2022/08/23,jessesnyder@hotmail.com,8565265594,Good
1907,Susan Good,IT,47.0,73456,Elizabethchester,14-07-2018,dixonmark@gmail.com,4922305684,Poor
1254,Nicholas Williams,HR,57.0,41949,Lake Chase,02-06-2019,angelabaker@hotmail.com,0621920430,Excellent
1516,Jenna Mcguire,Sales,54.0,89470,West James,2018/10/28,antoniowhitehead@hotmail.com,6657646738,Average
1812,Brian Roberts,HR,36.0,102805,Kyleburgh,02/25/2026,eyoung@gmail.com,3261716126,Average
2189,Leah Peterson,Sales,,48425,North Joshualand,2023/01/10,campbellderek@gmail.com,1451540391,Excellent
1957,Ronald Harrison,Sales,29.0,106185,Whitemouth,12/30/2025,lori68@yahoo.com,2809193243,Poor
1138,Colleen Butler,Finance,32.0,72513,Richardchester,11/12/2020,matthew91@peters.net,8972976275,Excellent
1072,Richard Macdonald Jr.,Operations,,86642,Robinville,2020/03/16,jorge38@hotmail.com,1111409021,Excellent
1746,David Graham,HR,30.0,93983,Burchborough,2023/12/28,gregorycannon@melendez-daugherty.com,2610985667,Poor
1436,Deborah Hardy,Operations,46.0,98321,Pearsonview,18-03-2025,priceleslie@welch.com,6127744172,Poor
1590,Sara Williams,Marketing,24.0,46179,Lake Victoriaberg,09-09-2023,dparker@lam-strickland.com,6734498538,Poor
1886,Mr. Adam Davis Jr.,HR,43.0,103600,Curtistown,04/08/2022,martinezdiane@christensen-smith.com,2950000775,Good
1543,  MICHAEL THOMAS  ,HR,41.0,58712,Lake Jason,09-05-2020,watkinsbrent@dominguez.biz,4764167042,Good
1087,Tammy Brewer,Marketing,42.0,68055,Danielport,18-01-2026,fbrown@hotmail.com,2507486238,Excellent
1167,Rebekah Chambers,Operations,40.0,64177,North Pamela,10-11-2018,ochoamichaelhotmail.com,8699715721,Excellent
1314,Richard Hubbard,IT,24.0,31107,South Richardville,05/01/2021,sierra54@mcdonald.biz,5376753306,Poor
2111,Kathleen Marks,Operations,42.0,40572,West Cameron,05/19/2023,taylormalone@yahoo.com,2918240872,Average
1369,Ann Guzman,Finance,45.0,92598,New Melindaport,2020/04/22,fernandezwarren@king.info,9391368022,Poor
2062,Anthony Collins,Sales,54.0,66696,Gibsonport,11/24/2018,nunezrobert@hotmail.com,3614202518,Excellent
2061,Kimberly Ramos,Finance,21.0,112340,New Daniellefort,01/03/2026,jalexander@jackson.com,4528731167,Poor
1176,Cameron Nelson,Sales,47.0,56267,Joshuaburgh,05/02/2020,colemanzoe@hotmail.com,8125064175,Excellent
1375,James Jackson,Finance,21.0,115215,West Cole,09/14/2024,martinchristopher@stone.com,3860791391,Excellent
1265,Christopher Jackson,Sales,47.0,116812,South John,03/30/2024,hfisher@williams.info,7386409594,Average
1353,Kimberly Benjamin,Sales,54.0,77840,Atkinsberg,2019/02/23,karen36@gmail.com,8722586777,Excellent
1700,Tina Carter,IT,57.0,85962,Lake Tiffany,10/17/2019,snelson@andrade.net,5231173472,Average
2109,Chad Garcia,Sales,47.0,89300,Patriciaberg,04/17/2026,kingronald@sexton.net,7946295819,Poor
1692,Nancy Williams,Sales,37.0,41424,Lake Jasminemouth,2022/12/23,anneriddle@yahoo.com,4932671232,Excellent
1531,  DR. GREGORY BRYAN MD  ,Operations,38.0,30676,West Michellehaven,2018/09/16,masonjonathan@davis-rodriguez.com,4970475012,Poor
1712,Cody Alvarez,HR,55.0,40395,Tonyhaven,2020/05/06,qdiaz@gmail.com,6176108899,Poor
1416,Tyler Manning,Finance,51.0,102876,New Gloriaside,02-09-2019,jlopezhotmail.com,1021264194,Excellent
1758,James Olson,Marketing,37.0,96943,Mariahstad,04-10-2021,freemandanielle@hotmail.com,3891295598,Excellent
2091,Kayla Gray,HR,30.0,101774,Goldenhaven,04/15/2026,lewischristopher@gmail.com,2738373815,Good
1970,  MELISSA HINES  ,HR,41.0,57115,Lake Betty,02-07-2024,toddjones@hotmail.com,2668660550,Poor
1556,Tiffany Moore,Sales,44.0,108005,North Christophermouth,04/13/2025,qsullivan@myers.org,9410994431,Poor
1901,Shannon Cortez DDS,Sales,47.0,85024,North Jacquelineland,2020/03/26,stephanierogers@gmail.com,9072055412,Poor
1897,Stephen Smith Jr.,IT,22.0,43218,West Jamesburgh,25-11-2019,elizabeth36@yahoo.com,5130841232,Good
1572,Daniel Gonzalez,HR,55.0,63843,Anthonyburgh,15-03-2023,pamela29@contreras-garcia.info,8212229192,Good
1224,Sherri Henderson,HR,48.0,100399,Lake Jonathan,07/06/2024,znunez@gmail.com,8720458285,Poor
1587,Sharon Peterson,IT,60.0,68571,South Amber,21-05-2026,scottrandall@gmail.com,5278619427,Average
1548,Matthew Hill,IT,48.0,42423,Port Meganfort,2025/06/08,elee@garcia.com,3891381766,Poor
2157,Melissa Smith,HR,41.0,113977,Melissaburgh,2023/07/17,nhess@hotmail.com,6252555590,Poor
1915,  JULIE WOODS  ,Sales,45.0,39327,South Johnfort,2022/08/07,campbellwesley@gmail.com,0362505289,Average
1745,John Cox III,HR,45.0,84768,West Richard,29-01-2025,adrienne48@hotmail.com,5893692239,Average
1447,Joshua Rose,Sales,21.0,97736,Janetside,26-02-2025,smithamanda@mckay-west.biz,4311455179,Excellent
2073,  CHRISTIAN ANDERSON  ,HR,35.0,109742,Molinaview,03/20/2020,alicia56@gmail.com,6432288104,Average
1449,Dylan Hansen,Finance,43.0,82077,Turnerchester,2025/01/26,lee05@boyd-murphy.biz,3880084174,Good
1612,Brian Moon,Finance,44.0,118876,Laurenhaven,06/02/2021,stevenmann@garcia.com,6973445648,Average
2083,Chloe Stephens,Sales,57.0,30634,New Jennifer,2023/06/30,christophergeorge@hotmail.com,3538719380,Average
1342,Lauren Hays,HR,37.0,100135,Dennisview,10/03/2022,vazquezjames@gonzalez.com,9983363818,Excellent
1686,Michael Saunders,Marketing,48.0,102808,South Monica,06-08-2023,kyle67@yahoo.com,2255843377,Average
1985,Tammy Davis,Operations,60.0,55518,Collinston,2020/09/22,christopher55@alvarez-thomas.info,7765258955,Good
1455,  MARC SIMPSON  ,IT,43.0,90654,Scottview,12/16/2022,stanleymichael@jimenez.info,9790128988,Poor
2089,Linda Hess,IT,44.0,51179,Sarahport,07/06/2021,bcampbell@butler.info,9845839467,Average
1627,Joshua Gates,HR,48.0,72314,West Jennifer,03/19/2026,llewis@hotmail.com,7813951220,Good
2156,Megan Navarro,HR,28.0,90820,Lake Sarah,23-06-2022,johnhiggins@hotmail.com,5120100773,Poor
1520,Scott Dunn,IT,24.0,73228,South Scott,06-09-2018,ucarter@alexander-hurley.com,9322876677,Average
2147,Sandra Alexander,Sales,22.0,101033,Carterborough,05/11/2024,xharris@fuentes.com,5752763036,Good
1330,Mr. Michael Johnson DDS,Finance,34.0,111527,Ramosfurt,2021/09/01,zosborn@edwards-hines.info,0114584336,Average
1615,Jamie Beard,HR,48.0,45821,Phillipsshire,01-12-2020,kbarber@mills-nolan.com,7010563063,Poor
2028,Dustin Richardson,HR,54.0,59520,Mauricefurt,01-02-2025,cathy66@salas.biz,8423833798,Good
2121,  KRISTINE INGRAM  ,HR,37.0,80748,New Barbara,29-10-2021,tanyajackson@warner.com,9352113277,Excellent
1453,Alexander Lindsey,HR,47.0,113685,Gonzalezhaven,26-04-2019,kimberly88@davis-smith.net,5471695804,Excellent
2199,Chloe Watts,Operations,28.0,52892,Schroederton,2019/05/22,ygibson@hotmail.com,6909964548,Average
1488,Randall Williams,Operations,39.0,66111,East Joshuafurt,2019/01/15,rodneyrichardson@valencia.biz,3831794531,Average
1661,Nicole Holmes,Marketing,34.0,83553,Leehaven,2023/06/26,shelleylane@melton.info,1917956110,Good
1081,Emily Ross,HR,44.0,34122,Staceyland,10/24/2025,erogers@gmail.com,9583725005,Average
1690,Christopher Jensen,Sales,22.0,38432,Port Christopherberg,2025/06/07,ysmithholloway.com,4047436632,Excellent
2033,Scott Garcia,IT,56.0,66508,New Henryborough,04-08-2023,vthomas@salazar-dean.com,1954233969,Average
2148,Cody Thomas,HR,59.0,109266,Port Rachel,11/11/2025,morrisonelizabeth@yahoo.com,6462004998,Average
1789,Elizabeth Bradford,IT,36.0,44404,Gardnerland,01/31/2019,antonio16@lam-hutchinson.com,0146625046,Average
1241,Dana Long,HR,21.0,69350,Thompsonton,2021/02/05,phyllis37@yahoo.com,7640054951,Poor
1330,Brandon Griffin,Sales,33.0,88005,Jayfort,22-05-2019,annajohnson@osborne-simmons.com,0161660521,Poor
2125,Jared Munoz,IT,43.0,64108,Kevinchester,2026/01/14,kelly98@yahoo.com,1294317197,Average
1821,Kenneth Higgins,Finance,42.0,48636,West Janetbury,15-10-2020,christopher74@sheppard-thompson.com,7014456349,Poor
1950,Joshua Hunt,Marketing,46.0,114954,Port Makayla,01/09/2020,ahopkins@gmail.com,1502596481,Average
1923,  ALISON ACEVEDO  ,Finance,59.0,112409,New Christophermouth,2021/12/25,emilyhaley@townsend.info,6808043652,Average
1173,Robert Dominguez,Sales,29.0,33207,Shawnton,08/10/2024,christophervaldez@thompson-spence.com,2923798543,Poor
1769,Melissa Yang,Sales,47.0,74860,Carterhaven,23-01-2022,christopherbrandt@james.com,7397531350,Good
1629,Eric Weaver,Marketing,33.0,55264,Martinfurt,2020/04/15,ronald58@gmail.com,4134247137,Poor
1006,Zachary Bell,IT,44.0,65620,Johnsonfort,2020/01/11,eandrade@marsh.com,4855966810,Good
1087,Andrea Rhodes,IT,54.0,85104,West William,2022/01/19,anna56@sawyer-ramirez.info,6929269395,Poor
1163,Crystal Barber,HR,37.0,27591,Port Pamela,02/12/2019,jacksonrichard@yahoo.com,7316118985,Good
1901,Noah Lang,Operations,26.0,47853,New Debra,08/16/2018,lmeyer@thompson.info,7198807173,Poor
1975,Matthew Harvey,Sales,43.0,57319,North Bonnie,23-01-2019,sheenaphillips@yahoo.com,9553927231,Poor
2026,Katherine Shelton,Sales,24.0,91262,Curtisville,2018/08/27,cwalker@yahoo.com,3098510142,Poor
1985,Charles Sanchez,IT,36.0,39684,Mossmouth,08/03/2024,wdaniels@adams.net,4790640274,Excellent
1380,Marissa Robbins,IT,52.0,60857,Port Colleenport,04/01/2026,rsmith@weaver.biz,0287068337,Good
1292,Steven Cline,HR,59.0,54207,West David,22-09-2020,jacqueline32@adams-knapp.com,2079610170,Good
1388,Kenneth Hall,HR,54.0,61402,South Wendyburgh,08-02-2019,abell@waters-brown.com,9102453942,Good
1867,Tammy Leonard MD,HR,53.0,87742,North Olivia,2021/03/21,juan44@garcia-bryant.biz,6217462909,Good
1724,Amanda Brooks,IT,59.0,35918,Chandlertown,30-03-2024,ricealexander@white-horn.org,8876638587,Good
2140,  JENNIFER YOUNG  ,IT,54.0,76314,Christineton,09/23/2024,sarahperry@garcia-johnson.org,3781238859,Poor
1266,Lori Aguilar,Operations,56.0,85749,Yolandamouth,2022/11/21,caldwellmatthew@alexander.com,4985547212,Average
1820,Samantha Williams,Sales,42.0,91488,Johnburgh,01-05-2019,kathypennington@schroeder.com,3059605362,Average
1608,Justin Odonnell,HR,28.0,107470,Owensfurt,2019/03/22,lvargas@yahoo.com,6209133082,Good
1431,Carrie Tyler,Sales,52.0,96112,Fitzgeraldport,06/23/2020,jjohnson@horn.com,1406755116,Average
1253,Raymond Reyes,Finance,32.0,115486,Alyssaland,06/15/2025,virginiaking@yahoo.com,6534951386,Average
2086,Jessica Ford,Sales,37.0,42943,Lake Alisha,2024/01/25,deborah36@morton.com,3245792166,Average
1277,  MELANIE ANDERSON  ,Sales,23.0,115578,New Rebecca,2022/11/30,thomasklein@gmail.com,2474385879,Excellent
1780,Matthew Wood,IT,27.0,73371,West Michael,15-08-2020,scottmckenzie@estes.com,9569534282,Excellent
1134,Tina Kirk,Sales,33.0,31625,Port Barbara,07/15/2022,susanrivera@gutierrez.com,4623728887,Excellent
1244,Alexandra Robinson,Operations,55.0,81442,Port Tracybury,31-07-2018,diazmark@taylor.com,1385981681,Good
1159,Stacy Evans,IT,25.0,103973,Adamville,06-04-2019,victoriawhitehead@stone.com,4912693188,Good
1591,Matthew Clark,Sales,59.0,64617,North Heather,05/16/2023,nicholasbecker@torres-weber.biz,1344176057,Excellent
2143,Laura Wilson,Marketing,43.0,33162,South Christopherview,2024/12/27,clarkemiranda@gmail.com,7146627374,Good
1976,Rachel Bryan,IT,38.0,73463,Brownview,2018/12/09,mmurray@gmail.com,3318740107,Poor
1397,Laura Lopez,Marketing,60.0,28704,West Matthew,11/18/2024,kennethsmith@bailey.com,9841188876,Poor
1214,Gary Farley,HR,29.0,65658,Ashleychester,09-01-2024,jenniferbeasley@gmail.com,7336708265,Average
1289,Shawn Sanders,Finance,32.0,55064,East Yvonne,2023/09/24,ryanhurst@moore.info,7690438273,Average
1833,Justin Poole,Finance,47.0,30977,Morenobury,24-09-2019,kristina96@hotmail.com,4896833933,Good
2044,Duane Phillips,HR,28.0,107417,Sullivanborough,10/09/2025,seansmith@zuniga-dunn.org,6100074523,Excellent
1517,James Lee,Finance,45.0,26860,South Jason,03/31/2023,whunt@morgan.com,9952291507,Good
1608,Matthew Lynch,Marketing,46.0,97661,Port Michael,2022/10/03,xeaton@carpenter.org,8185150015,Good
1718,Travis Gray,Operations,42.0,108133,Obrienton,11-05-2019,ronald98@marshall-booker.com,4393643858,Average
1232,Daniel Lewis,Operations,43.0,94024,Port Colleenview,2021/01/25,susan60@gmail.com,9236747021,Good
1772,Steven Hodges,Sales,28.0,54201,Hollymouth,12/26/2019,hilltammyyahoo.com,7039733130,Average
2116,  CHRISTOPHER JACKSON  ,Sales,30.0,66523,Arthurton,2021/02/21,staceymendoza@yahoo.com,1360795624,Poor
1822,Jessica Castillo,Operations,25.0,85366,East Danielhaven,04-04-2024,deannaking@hotmail.com,8472334968,Average
1657,  KAYLA TORRES  ,Marketing,28.0,53842,Michaelstad,13-03-2024,hschneider@gmail.com,3475654460,Average
1821,Jeremy Brown,Sales,40.0,51836,New Derrick,08/13/2023,owilson@alvarez-jones.com,6306434868,Excellent
1148,Douglas Lopez,HR,49.0,69192,East Barbaraburgh,2022/09/18,mariahamilton@gmail.com,8589018652,Poor
1095,  LEONARD ZUNIGA  ,Finance,47.0,110074,Hillland,16-08-2024,danapotter@yahoo.com,2442376412,Excellent
1202,Terri Edwards,Sales,43.0,49937,New Heathermouth,10/15/2021,wesley89@yahoo.com,3265723480,Excellent
1724,Christine Woods,IT,57.0,60170,Jillbury,2025/09/08,antonio86@gaines-elliott.com,8528715940,Poor
1968,  JONATHAN OLIVER  ,Marketing,41.0,117834,East Jose,26-12-2024,amy97@gmail.com,1421492340,Average
1900,Jeffery Jimenez,IT,56.0,89713,Garciafort,03/19/2020,jeanettesmith@hotmail.com,9760307215,Good
1967,Nicole Wright,Sales,52.0,74439,West Laurenstad,06-01-2024,ygriffin@gmail.com,6245306065,Excellent
